0.|Did you actually participate in the GGJ 2020?|2.|8.1|8.2|8.3|9.|10.|1.|3.|4.|5.|6.|7.
2/19/2020 12:48:45|Yes|Recife, Brasil|Frequently|Never|Never||Other jammers in the same location|Male|19|High school degree or equivalent (e.g. GED)|Two years|Two game jams|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/19/2020 12:53:25|Yes|Rio de Janeiro, Brazil|Occasionally|Occasionally|Occasionally|We had help about technical problems with internet. And we helped other group at programing.|Other jammers in the same location|Female|25|High school degree or equivalent (e.g. GED)|One year|Two game jams|Yes, as a student
2/19/2020 12:54:05|Yes|Buenos Aires, Argentina|Rarely|Occasionally|Rarely|My main focus was on art and I have experience in that field, so I didnt need that much help for that.|Other jammers in the same location|Male|31|Some college, no degree|One year|Three game jams|Yes, as a student
2/19/2020 12:54:52|Yes|Dieburg, Germany|Frequently|Occasionally|Rarely|General brainstorming together|People not participating in the jam|Male|22|Bachelor’s degree (e.g. BA, BS)|Four years|No, the GGJ 2020 was my first game jam|Yes, as a student
2/19/2020 12:58:49|Yes|Glasgow, Scotland|Occasionally|Occasionally|Occasionally||Other jammers in the same location|Prefer not to say|33|Master’s degree (e.g. MA, MS, MEd)|One year|No, the GGJ 2020 was my first game jam|Yes, as a student
2/19/2020 13:00:18|Yes|Atlanta, USA|Never|Never|Rarely|Some came to observe, some supporters came to provide morale support, but that was it really.|Mentors/organizers|Male|22|High school degree or equivalent (e.g. GED)|Two years|No, the GGJ 2020 was my first game jam|No, I haven't
2/19/2020 13:03:46|Yes|Baltimore, United States |Rarely|Never|Rarely|It was only me and one friend working together. We were creating something we were easily capable of making. We didn't seek much help. |Mentors/organizers|Male|22|High school degree or equivalent (e.g. GED)|Three years|Two game jams|Yes, as a student
2/19/2020 13:05:34|Yes|Big Rapids, USA|Occasionally|Occasionally|Occasionally|I showed up a little late but usually the orgaisers are very helpful|Other jammers in the same location|Male|29|Some college, no degree|Two years|Two game jams|Yes, as a student
2/19/2020 13:12:34|Yes|Cebu City, Philippines|Frequently|Frequently|Frequently|It was helpful to get reminders to take breaks! and I get tips and advice whenever I ask other jammers to check on my progress since I'm very new to game making. I'd check on fellow teammates to see if they're doing ok or need help. We'd have open discussions every now and then and just throw ideas in the air.|Other jammers in the same location|Female|24|Bachelor’s degree (e.g. BA, BS)|I have never been involved with game development before the GGJ 2020|No, the GGJ 2020 was my first game jam|No, I haven't
2/19/2020 13:16:17|Yes|La Habana, Cuba|Never|Occasionally|Never|My team helped a friend (who was working alone) a couple of times, mainly with ideas or new ways of seeing things.|Other jammers in the same location|Male|23|Professional degree (e.g. MD, DDS, DVM)|Four years|Four game jams|Yes, as a student
2/19/2020 13:17:43|Yes|Niš, Serbia|Rarely|Frequently|Occasionally|I helped with technical issues, and mentors would come by sometimes.|Online sources (websites, online documentation, etc.)|Male|18|Less than a high school diploma|Three years|Four game jams|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/19/2020 13:21:28|Yes|Baltimore, MD, USA|Occasionally|Rarely|Frequently|I don't have much experience so I didn't help much, but I asked for help within my project team as well as from the organizers of the event to help test and debug too. I asked for some help from other jammers but we were all working on very different things and we didn't necessarily share needed skills.|Mentors/organizers|Genderqueer|24|Bachelor’s degree (e.g. BA, BS)|I have never been involved with game development before the GGJ 2020|No, the GGJ 2020 was my first game jam|No, I haven't
2/19/2020 13:22:07|Yes|DR|Frequently|Occasionally|Frequently||Other jammers in the same location|Male|17|Less than a high school diploma|Less than one year|No, the GGJ 2020 was my first game jam|No, I haven't
2/19/2020 13:28:56|Yes|Caracas, Venezuela|Frequently|Occasionally|Very Frequently||Other jammers in the same location|Male|21|High school degree or equivalent (e.g. GED)|I have never been involved with game development before the GGJ 2020|No, the GGJ 2020 was my first game jam|No, I haven't
2/19/2020 13:29:40|Yes|Buenos Aires,  Argentina|Occasionally|Frequently|Rarely||Other jammers in the same location|Male|19|High school degree or equivalent (e.g. GED)|I have never been involved with game development before the GGJ 2020|No, the GGJ 2020 was my first game jam|No, I haven't
2/19/2020 13:32:23|Yes|France|Never|Never|Never||Mentors/organizers|Male|28|Master’s degree (e.g. MA, MS, MEd)|More than five years|More than five game jams|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/19/2020 13:36:51|Yes|Milan, Italy|Occasionally|Frequently|Occasionally||Other jammers in the same location|Male|24|Some college, no degree|One year|Yes, one game jam|Yes, as a student
2/19/2020 13:39:16|Yes|Bures sur Yvette, France|Very Frequently|Frequently|Frequently||Other jammers in the same location|Female|19|High school degree or equivalent (e.g. GED)|I have never been involved with game development before the GGJ 2020|No, the GGJ 2020 was my first game jam|No, I haven't
2/19/2020 13:42:33|Yes|Maracay, Venezuela|Frequently|Frequently|Frequently||Other jammers in the same location|Male|22|Bachelor’s degree (e.g. BA, BS)|I have never been involved with game development before the GGJ 2020|No, the GGJ 2020 was my first game jam|No, I haven't
2/19/2020 13:47:38|Yes|Darmstadt-Dieburg, Germany|Occasionally|Rarely|Rarely|"The Usual like where is the common room, the toilets, etc.
As in me helping other people, I gave useful information in terms of gamebalance"|Other jammers in the same location|Female|20|High school degree or equivalent (e.g. GED)|I have never been involved with game development before the GGJ 2020|No, the GGJ 2020 was my first game jam|No, I haven't
2/19/2020 13:48:10|Yes|Brasília, Brasil.|Frequently|Frequently|Rarely|Mix teammates to new experiences.|Other jammers in the same location|Male|42|Bachelor’s degree (e.g. BA, BS)|More than five years|More than five game jams|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/19/2020 13:48:25|Yes|Madison, United States|Occasionally|Frequently|Occasionally||Online sources (websites, online documentation, etc.)|Male|19|Some college, no degree|Less than one year|No, the GGJ 2020 was my first game jam|No, I haven't
2/19/2020 13:51:30|Yes|Madison, SD|Occasionally|Occasionally|Occasionally|Just walking around and looking at what they were up to and listening to their creative process|Other jammers in the same location|Male|20|Some college, no degree|Less than one year|Yes, one game jam|No, I haven't
2/19/2020 13:54:48|Yes|Kent, Ohio, United States|Occasionally|Frequently|Frequently|Feedback. I helped my teammates by telling them my vision. Give it me feedback.|Other jammers in the same location|Male|21|Some college, no degree|Two years|No, the GGJ 2020 was my first game jam|Yes, as a student
2/19/2020 13:55:35|Yes|Santo Domingo, Dominican Republic|Frequently|Occasionally|Occasionally|"I was able to get one person for my team, so it was only the two of us (because of the situation with my car keys). However, we regularly got help from other team's in terms of ideas, animations, testers and aesthetics.

I was also able to help others as a tester, provided some ideas and twists for some of the games and shared a database of useful tools, 3D, textures and media."|Other jammers in the same location|Male|31|Bachelor’s degree (e.g. BA, BS)|Five years|Yes, one game jam|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/19/2020 13:55:58|Yes|Dieburg, Germany|Occasionally|Occasionally|Rarely|i got a graphic tablet from my jam site and we gave a little feedback with other groups|Other jammers in the same location|Female|21|High school degree or equivalent (e.g. GED)|I have never been involved with game development before the GGJ 2020|Two game jams|No, I haven't
2/19/2020 13:58:22|Yes|Marietta, USA |Rarely|Rarely|Never|Just gave tips on how to use  certain  programs |Online sources (websites, online documentation, etc.)|Male|19|High school degree or equivalent (e.g. GED)|Less than one year|Yes, one game jam|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/19/2020 14:02:58|Yes|Ciudad Victoria Tamaulipas, México |Frequently|Very Frequently|Never|I helped more and received little help |Other jammers in the same location|Female|19|High school degree or equivalent (e.g. GED)|One year|Two game jams|Yes, as a student
2/19/2020 14:02:34|Yes|Ottawa, Canada|Never|Never|Never|There was no communication wit anyone outside of my team.|Online sources (websites, online documentation, etc.)|Male|29|Master’s degree (e.g. MA, MS, MEd)|I have never been involved with game development before the GGJ 2020|No, the GGJ 2020 was my first game jam|Learned a bit of Unity in about 2015, but didn't get to use it
2/19/2020 14:06:03|Yes|Cd. Obregón, Sonora.|Occasionally|Rarely|Rarely|no|People participating in the jam, but in other location|Prefer not to say|20|Bachelor’s degree (e.g. BA, BS)|I have never been involved with game development before the GGJ 2020|No, the GGJ 2020 was my first game jam|No, I haven't
2/19/2020 14:06:30|Yes|Malaga, SPAIN|Occasionally|Occasionally|Occasionally|When I explained my plans to one of the organizers they recommended me keep it simply. I participated in other's team brainstorming to decides their game name. A artist from other team (there weren't artists in my team) offered to create some graphics from my presentation.|Online sources (websites, online documentation, etc.)|Male|43|Professional degree (e.g. MD, DDS, DVM)|One year|No, the GGJ 2020 was my first game jam|Yes,  professionally (employed)
2/19/2020 14:09:50|Yes|São Paulo, Brazil|Rarely|Never|Occasionally||People not participating in the jam|Female|31|Bachelor’s degree (e.g. BA, BS)|Two years|No, the GGJ 2020 was my first game jam|Yes, as a student
2/19/2020 14:10:23|Yes|tunisia/tunis|Rarely|Frequently|Never|yes i met my friends from my high school there so we helped each other during thoes three days|Online sources (websites, online documentation, etc.)|Male|22|High school degree or equivalent (e.g. GED)|One year|No, the GGJ 2020 was my first game jam|Yes, as a student
2/19/2020 14:17:11|Yes|United States of America|Rarely|Rarely|Occasionally||Other jammers in the same location|Male|21|Some college, no degree|Two years|Two game jams|Yes, as a student
2/19/2020 14:18:13|Yes|Makati, Philippines|Rarely|Frequently|Rarely|Since most of the jammers were schoolmates. I asked for some idea on how to limit camera expansion. Also asked our mentor about a certain Unity feature's deprecation. I had gone around to help our lower batches in some of their design ideas and programming.|Online sources (websites, online documentation, etc.)|Male|25|High school degree or equivalent (e.g. GED)|Three years|Two game jams|Yes, as a student
2/19/2020 14:19:16|Yes|Málaga, Spain|Never|Rarely|Rarely|I use to help other jammers if I can (but in this jam I only hear one team looking for help), and organizers use to walk around teams in order to give ideas.|Online sources (websites, online documentation, etc.)|Male|33|High school degree or equivalent (e.g. GED)|More than five years|More than five game jams|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/19/2020 14:20:18|Yes|Montréal, Canada|Occasionally|Rarely|Rarely||Other jammers in the same location|Male|23|Some college, no degree|One year|No, the GGJ 2020 was my first game jam|Yes, as a student
